group_type,group_value,window_h,trades,stop_trades,take_profit_trades,stopped_too_early_pct,took_profit_too_early_pct,hold_would_help_pct,hold_would_hurt_pct,avg_future_favorable_pct,avg_future_adverse_pct,avg_future_close_return_pct,period
pair,DOGE/USDT:USDT,48,6,4,1,50.0,100.0,16.666666666666664,83.33333333333334,3.9457514761145385,8.54147632896545,-4.4643394283600415,1y
pair,DOGE/USDT:USDT,72,6,4,1,50.0,100.0,33.33333333333333,66.66666666666666,4.775306637426056,9.326445238965283,-2.076952232962056,1y
pair,DOGE/USDT:USDT,168,6,4,1,100.0,100.0,66.66666666666666,33.33333333333333,8.02224546494878,10.281098096752737,2.900003019942196,1y
pair,DOGE/USDT:USDT,336,5,3,1,100.0,100.0,60.0,40.0,14.092627715482998,11.052787329362953,6.044321114671493,1y
pair,ETH/USDT:USDT,6,12,6,5,16.666666666666664,0.0,41.66666666666667,58.333333333333336,1.7271555877702767,1.8110107287488253,-0.5395220665488764,1y
pair,ETH/USDT:USDT,12,12,6,5,33.33333333333333,20.0,50.0,50.0,2.445575380486882,2.4179912146832923,0.027430634576441387,1y
pair,ETH/USDT:USDT,24,12,6,5,50.0,40.0,33.33333333333333,66.66666666666666,3.41815954161546,2.8374129742794465,-0.20907114877331795,1y
pair,ETH/USDT:USDT,48,12,6,5,83.33333333333334,60.0,41.66666666666667,58.333333333333336,4.365981854443894,3.7694637025328723,-0.2975884623745723,1y
pair,ETH/USDT:USDT,72,12,6,5,83.33333333333334,80.0,50.0,50.0,5.966756400993073,5.388415810538364,-0.37662814134617795,1y
pair,ETH/USDT:USDT,168,11,6,5,83.33333333333334,80.0,54.54545454545454,45.45454545454545,10.831809073382725,6.034376220167378,3.291315746053651,1y
pair,ETH/USDT:USDT,336,10,6,4,83.33333333333334,75.0,70.0,30.0,15.70992386543314,8.731707995229169,7.643411454075339,1y
pair,LINK/USDT:USDT,6,5,3,2,0.0,50.0,20.0,80.0,1.318050400543647,4.381430560638913,-2.85495031337466,1y
pair,LINK/USDT:USDT,12,5,3,2,0.0,50.0,0.0,100.0,1.4350392103096676,4.532670033798305,-2.8367479408627316,1y
pair,LINK/USDT:USDT,24,5,3,2,0.0,50.0,0.0,100.0,1.4350392103096676,5.658166436983176,-3.1716992049066213,1y
pair,LINK/USDT:USDT,48,5,3,2,0.0,50.0,60.0,40.0,2.1083824227197274,6.881783094142331,-2.629931083091605,1y
pair,LINK/USDT:USDT,72,5,3,2,66.66666666666666,50.0,80.0,20.0,3.892053480115369,7.118520116389907,-0.621138867552062,1y
pair,LINK/USDT:USDT,168,5,3,2,66.66666666666666,50.0,20.0,80.0,8.066917014476358,8.621962317721792,-3.1322722934494305,1y
pair,LINK/USDT:USDT,336,3,2,1,50.0,100.0,33.33333333333333,66.66666666666666,11.705161284746806,14.608307299442961,-7.134998349564516,1y
pair,NEAR/USDT:USDT,6,10,6,4,33.33333333333333,50.0,70.0,30.0,3.155664963424081,1.6309614565031585,1.3008805807462538,1y
pair,NEAR/USDT:USDT,12,10,6,4,50.0,75.0,70.0,30.0,5.625807211549944,2.073178788435669,2.1241295997056384,1y
pair,NEAR/USDT:USDT,24,10,6,4,50.0,75.0,50.0,50.0,6.903240519186509,2.593955954426506,0.8970778941924273,1y
pair,NEAR/USDT:USDT,48,10,6,4,50.0,75.0,40.0,60.0,8.136513785981862,5.820265453738929,-0.2278131351813495,1y
pair,NEAR/USDT:USDT,72,10,6,4,66.66666666666666,75.0,50.0,50.0,10.760663102394233,6.503275936182394,0.9054861657591686,1y
pair,NEAR/USDT:USDT,168,10,6,4,66.66666666666666,75.0,50.0,50.0,11.634295206672958,12.797618705403838,-2.099363605569378,1y
pair,NEAR/USDT:USDT,336,10,6,4,66.66666666666666,75.0,60.0,40.0,13.740817166706735,14.289849996381125,0.8962532566416795,1y
pair,PAXG/USDT:USDT,6,4,2,2,50.0,0.0,75.0,25.0,2.6935793326434165,-0.8599709692765496,1.5615228491277526,1y
pair,PAXG/USDT:USDT,12,4,2,2,50.0,0.0,50.0,50.0,2.6935793326434165,-0.6791777926474003,1.6067604649436364,1y
pair,PAXG/USDT:USDT,24,4,2,2,50.0,0.0,75.0,25.0,2.8378619283907236,-0.6791777926474003,2.080588718098786,1y
