variant,label,window,family,key,trades,profit_mean,profit_mean_pct,profit_total_abs,profit_total,profit_total_pct,duration_avg,wins,draws,losses,winrate,cagr,expectancy,expectancy_ratio,sortino,sharpe,calmar,sqn,profit_factor,max_drawdown_account,max_drawdown_abs
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,ZEC/USDT:USDT,2,0.02865121291863994,2.87,12.72896851,0.012728968509999999,1.27,5:38:00,2,0,0,1.0,0.01272896851000005,6.364484255,100.0,-100.0,0.17221086524216625,-100.0,1.645,0.0,0.0,0.0
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,XRP/USDT:USDT,23,0.000874064881202545,0.09,12.07125439,0.01207125439,1.21,22:34:00,13,0,10,0.5652173913043478,0.012071254390000119,0.5248371473913043,0.11128643670033767,0.17928013649522165,0.1081675860202264,4.206497011565811,0.4214,1.255958804410777,0.015020534440000005,15.020534439999999
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,BCH/USDT:USDT,1,0.016941876785624737,1.69,6.3111189,0.0063111189,0.63,22:55:00,1,0,0,1.0,0.006311118900000023,6.3111189,100.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,0.0
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,HYPE/USDT:USDT,0,0.0,0.0,0.0,0.0,0.0,0:00,0,0,0,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,AVAX/USDT:USDT,0,0.0,0.0,0.0,0.0,0.0,0:00,0,0,0,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,FIL/USDT:USDT,0,0.0,0.0,0.0,0.0,0.0,0:00,0,0,0,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,AAVE/USDT:USDT,0,0.0,0.0,0.0,0.0,0.0,0:00,0,0,0,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,APE/USDT:USDT,0,0.0,0.0,0.0,0.0,0.0,0:00,0,0,0,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,DOT/USDT:USDT,0,0.0,0.0,0.0,0.0,0.0,0:00,0,0,0,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,ONDO/USDT:USDT,0,0.0,0.0,0.0,0.0,0.0,0:00,0,0,0,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,WLD/USDT:USDT,0,0.0,0.0,0.0,0.0,0.0,0:00,0,0,0,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0
