group_type,group_value,extreme_event_count,final_signal_count,sample_status,pf_proxy_72h,avg_return_6h_pct,avg_return_24h_pct,avg_return_72h_pct,avg_mfe_24h_pct,avg_mae_24h_pct,avg_mfe_72h_pct,avg_mae_72h_pct,first_to_1r_pct,first_to_2r_pct,first_to_stop_pct,avg_max_r,avg_min_r,avg_lower_wick_pct,avg_upper_wick_pct,avg_volume_ratio,low_sweep_reclaim_pct,high_sweep_reject_pct,combination
pair,ZEC/USDT:USDT,54,2,insufficient,0.0,-3.0297468417029405,-2.775600573928194,-5.738715788683868,4.345703125000003,8.593493992682895,6.967218052214411,11.327868992682887,0.0,0.0,50.0,0.6362708578086155,-0.9664853722653115,0.30892166585557135,32.704595269174604,8.344737349495052,0.0,50.0,A_120h_weak
year,2023,-,1,insufficient,inf,-0.007850496637373805,-1.3826006164555316,0.41973269259647505,0.5106962067908335,2.7374213954044846,1.449465002729199,2.7374213954044846,0.0,0.0,100.0,0.5531137465384152,-1.044596041308814,18.318896374719355,4.3150465190890905,4.254952652254201,0.0,0.0,A_120h_weak
year,2024,-,1,insufficient,inf,-1.1382413483974396,-4.136529398223876,0.1512557709772322,2.8793139946729585,5.832245915468932,2.8793139946729585,8.973488067892797,0.0,0.0,100.0,0.9261771152887605,-2.886465077506442,16.973175588614033,18.355394166569162,1.862076383893503,0.0,0.0,A_120h_weak
year,2025,-,5,insufficient,0.16789901117613767,-1.2169068856849319,-0.6159810146027689,-2.0268878835300908,2.6228508696237984,3.7668724276880807,4.221037741124415,5.426653492343729,40.0,0.0,20.0,0.9076454879122583,-0.8196021021390211,3.4301856912194006,19.304576625991295,6.00745357260554,0.0,40.0,A_120h_weak
year,2026,-,8,insufficient,0.09548818271364916,0.3108048460274973,-1.2103813211266135,-3.72084253788071,2.0966848355684493,4.217778421324847,2.817524347186706,9.558958279678603,12.5,0.0,62.5,0.6424992744924974,-1.7093529176594608,12.596612608101816,9.126385712068133,4.488840490493974,12.5,37.5,A_120h_weak
combination,A_120h_medium,565,10,insufficient,0.06277525554713467,-0.7657002333133855,-1.809600620641597,-3.3329575241473597,2.1234992534019206,4.948076114110021,3.138681669969556,8.962463809469119,10.0,0.0,60.0,0.6603462675540367,-1.3901993090683797,8.378176726613045,13.723141245967346,5.110122644176713,10.0,20.0,A_120h_medium
side,long,205,1,insufficient,0.0,1.7141667981297681,-1.3315252962954327,-0.7149354376378314,3.022532214050999,3.859980062363852,3.022532214050999,3.859980062363852,0.0,0.0,100.0,1.0205469362239652,-1.3033081362105028,5.198991031390176,21.230381165919372,3.7157687584242507,0.0,0.0,A_120h_medium
side,short,360,9,insufficient,0.06406317665736452,-1.0412410145848472,-1.8627201011245045,-3.6238488670928626,2.02360670221869,5.0689756754151505,3.151587165071618,9.529406448036372,11.11111111111111,0.0,55.55555555555556,0.6203239710351558,-1.399853883830366,8.731419581637807,12.889003477083788,5.265050853704764,11.11111111111111,22.22222222222222,A_120h_medium
pair,BTC/USDT:USDT,58,1,insufficient,inf,-0.007850496637373805,-1.3826006164555316,0.41973269259647505,0.5106962067908335,2.7374213954044846,1.449465002729199,2.7374213954044846,0.0,0.0,100.0,0.5531137465384152,-1.044596041308814,18.318896374719355,4.3150465190890905,4.254952652254201,0.0,0.0,A_120h_medium
pair,ETH/USDT:USDT,64,2,insufficient,0.21156563657969718,0.28796272486616425,-2.7340273472596546,-0.2818398333302996,2.950923104361979,4.846112988916392,2.950923104361979,6.416734065128324,0.0,0.0,100.0,0.9733620257563629,-2.0948866068584726,11.086083310002104,19.79288766624427,2.788922571158877,0.0,0.0,A_120h_medium
